,age,workclass,education-num,marital-status,occupation,capital-gains,capital-loss,hours-per-week,native-country,target
5346,20,8,10,4,14,0,0,40,10,0
5347,35,3,4,2,6,0,0,40,41,1
5348,23,3,13,4,7,0,0,40,38,0
5349,25,3,13,2,3,0,0,30,38,1
5350,19,3,9,4,7,0,0,30,38,0
5351,30,3,14,4,9,0,0,45,38,1
5352,26,3,9,4,2,0,0,35,38,0
5353,34,1,9,2,13,0,0,45,38,0
5354,49,3,13,0,3,0,0,40,38,0
5355,35,3,10,2,5,0,2042,40,38,0
5356,38,3,9,4,11,0,0,40,38,0
5357,36,3,9,2,5,0,0,20,38,0
5358,33,3,9,2,9,0,0,48,38,1
5359,54,3,10,4,7,0,0,40,38,0
5360,19,1,9,4,2,0,0,40,38,0
5361,18,2,6,4,14,0,0,40,38,0
5362,60,3,9,2,2,0,0,40,38,0
5363,28,5,9,4,2,0,0,40,38,0
5364,43,5,9,2,11,0,0,40,38,0
5365,49,1,3,2,7,0,0,40,38,0
5366,25,3,13,4,9,0,0,70,38,0
5367,17,3,6,4,11,0,0,20,38,0
5368,41,4,13,2,11,0,0,60,38,1
5369,30,3,10,2,13,0,0,35,38,0
5370,90,1,14,2,3,20051,0,60,38,1
5371,25,3,9,4,10,0,0,40,38,0
5372,27,3,11,2,11,0,0,35,38,0
5373,29,3,9,2,2,0,0,40,38,0
5374,55,3,10,2,10,0,0,40,41,1
5375,31,0,13,4,3,0,0,40,38,0
5376,43,3,11,2,2,0,0,99,38,0
5377,63,3,14,5,9,0,0,40,38,1
5378,46,3,4,2,13,0,0,40,38,0
5379,59,3,9,2,11,0,0,40,38,0
5380,42,3,13,2,3,0,0,50,38,1
5381,26,3,13,4,0,0,0,20,38,0
5382,26,3,10,2,11,0,0,45,38,0
5383,20,8,10,4,14,0,0,30,38,0
5384,19,8,9,4,14,0,0,40,38,0
5385,61,3,5,0,5,0,0,40,32,1
5386,23,6,9,2,3,0,0,40,38,0
5387,24,3,9,2,0,0,0,40,38,0
5388,35,3,13,0,12,7430,0,40,10,1
5389,42,5,9,2,11,0,0,12,38,0
5390,31,3,8,0,7,0,0,21,38,0
5391,31,3,9,2,6,0,0,55,38,0
5392,63,3,13,6,0,0,0,25,38,0
5393,29,6,11,4,12,0,1590,64,38,0
5394,43,6,13,2,9,0,0,40,38,0
5395,22,3,13,4,0,0,0,10,39,0
5396,17,3,7,4,7,0,0,25,38,0
5397,23,5,13,4,0,0,2231,40,38,1
5398,35,3,5,0,2,0,0,45,38,0
5399,32,3,9,0,7,0,0,28,38,0
5400,50,4,13,2,3,15024,0,60,38,1
5401,25,3,9,4,13,0,0,40,41,0
5402,26,1,14,3,9,0,0,40,38,0
5403,32,3,13,2,3,0,0,40,38,0
5404,29,3,11,2,2,0,0,50,38,0
5405,57,3,10,2,9,0,0,40,38,1
5406,90,3,14,4,3,0,0,50,38,1
5407,35,3,11,0,9,0,0,40,38,1
5408,31,5,10,2,11,0,0,60,38,1
5409,60,3,9,0,11,0,0,33,38,0
5410,21,3,11,2,0,0,1579,40,38,0
5411,71,1,14,6,9,0,0,40,38,0
5412,22,3,11,4,7,0,0,30,38,0
5413,50,1,9,0,0,0,0,40,38,0
5414,37,3,10,2,11,0,0,45,38,1
5415,23,3,9,4,0,0,0,40,39,0
5416,74,3,9,2,7,0,0,30,38,0
5417,67,3,10,2,11,0,1844,70,38,0
5418,59,3,10,2,2,0,0,43,38,1
5419,28,3,9,2,13,0,1740,40,38,0
5420,45,3,9,2,4,0,0,40,38,0
5421,63,5,10,2,4,0,0,20,38,0
5422,39,3,13,4,9,0,0,63,38,0
5423,33,6,10,0,7,0,0,40,38,0
5424,32,3,13,4,7,0,0,40,34,0
5425,34,3,13,2,3,0,1977,45,38,1
5426,39,3,9,4,5,0,0,40,38,0
5427,29,6,14,2,0,0,0,36,38,0
5428,22,3,9,2,6,0,0,40,38,0
5429,53,3,13,0,11,13550,0,43,38,1
5430,46,3,11,2,2,0,0,42,38,0
5431,51,3,10,2,7,0,0,40,38,1
5432,44,3,15,0,9,2354,0,99,38,0
5433,56,6,9,0,0,0,0,40,38,0
5434,27,3,13,4,0,0,0,40,38,0
5435,52,3,5,3,6,0,0,30,2,0
5436,39,3,13,4,9,0,0,40,38,1
5437,45,0,10,2,3,7688,0,40,38,1
5438,37,3,10,2,2,0,0,45,38,0
5439,33,3,9,0,0,0,0,40,38,0
5440,35,8,9,4,14,0,0,4,38,0
5441,46,3,3,2,2,0,0,45,21,0
5442,35,3,8,2,2,0,0,50,38,0
5443,33,3,9,2,3,0,0,50,38,0
5444,48,3,13,2,11,0,0,40,38,0
5445,32,3,9,0,6,0,0,50,38,0
5446,18,8,6,4,14,0,0,40,38,0
5447,20,3,10,4,7,0,0,32,38,0
5448,35,3,9,4,13,0,0,60,38,0
5449,19,3,9,4,5,0,0,25,38,0
5450,21,3,9,4,11,0,0,40,41,0
5451,56,3,7,5,6,0,0,40,38,0
5452,28,3,13,4,0,0,0,16,7,0
5453,45,3,9,0,2,0,0,40,38,0
5454,32,3,11,2,0,0,0,45,38,0
5455,44,3,13,2,2,0,0,12,38,0
5456,55,3,9,2,9,0,0,40,38,1
5457,34,3,10,2,0,0,0,40,38,1
5458,33,3,14,2,9,0,0,40,38,1
5459,36,3,13,4,3,0,0,55,38,0
5460,25,3,9,4,0,0,0,40,38,0
5461,28,3,13,4,11,0,0,40,38,0
5462,39,3,13,2,11,7298,0,55,38,1
5463,53,3,6,3,6,0,0,40,3,0
5464,47,3,9,0,3,3325,0,45,38,0
5465,49,4,11,0,3,0,0,60,38,0
5466,22,3,9,4,5,0,0,40,38,0
5467,31,3,10,4,0,0,0,40,38,0
5468,44,4,10,0,7,0,0,80,38,0
5469,19,3,9,4,9,0,0,40,38,0
5470,37,5,9,0,2,0,0,40,38,0
5471,60,8,9,6,14,0,0,35,30,0
5472,23,3,10,4,5,0,0,25,38,0
5473,44,3,15,2,9,99999,0,65,38,1
5474,54,1,9,2,7,0,0,35,38,0
5475,23,3,9,2,2,0,0,38,38,0
5476,21,3,10,4,7,0,0,10,38,0
5477,19,6,10,4,9,0,0,25,38,0
5478,51,3,13,2,2,0,0,20,38,1
5479,41,3,13,2,3,7688,0,50,38,1
5480,61,3,10,2,12,15024,0,18,38,1
5481,19,5,6,3,0,0,0,40,38,0
5482,22,3,13,4,11,0,0,40,38,0
5483,22,3,9,4,7,0,0,40,38,0
5484,49,3,4,2,9,0,0,32,38,0
5485,35,3,6,0,6,0,0,50,38,0
5486,38,3,10,2,11,0,0,40,38,0
5487,29,3,9,2,9,0,0,40,38,1
5488,56,3,11,2,2,0,0,45,38,1
5489,41,3,10,0,3,0,0,80,38,0
5490,62,4,14,2,11,0,0,45,38,1
5491,27,3,9,4,10,0,0,40,23,0
5492,55,8,9,0,14,0,0,40,8,0
5493,25,3,9,4,11,4416,0,42,38,0
5494,33,3,13,2,9,15024,0,75,38,1
5495,26,3,9,4,0,0,0,40,38,0
5496,43,3,9,0,6,0,0,45,38,0
5497,53,0,14,2,0,0,0,40,38,1
5498,43,3,13,0,7,0,0,40,38,0
5499,56,3,9,0,2,0,0,35,38,0
5500,25,3,13,2,11,0,0,50,38,0
5501,60,3,14,0,9,0,0,40,38,0
5502,28,3,10,4,0,0,0,40,38,0
5503,21,3,9,4,6,0,0,40,25,0
5504,40,3,13,4,0,2977,0,40,38,0
5505,29,3,9,2,2,0,0,40,38,0
5506,20,3,10,4,2,0,0,25,38,0
5507,25,3,9,2,2,0,0,80,38,1
5508,18,3,7,4,11,0,0,10,38,0
5509,32,6,12,2,7,0,0,35,38,0
5510,27,3,2,4,7,0,0,35,5,0
5511,48,3,9,6,6,0,0,16,38,0
5512,20,3,10,4,11,0,0,25,38,0
5513,55,3,9,0,11,0,0,40,8,0
5514,33,1,13,4,9,0,0,50,38,1
5515,21,6,10,4,0,0,0,12,38,0
5516,43,5,9,2,2,0,0,30,38,0
5517,35,3,10,2,6,0,0,40,38,0
5518,39,1,13,2,9,0,0,35,38,1
5519,19,3,9,4,11,0,0,40,38,0
5520,25,3,9,4,7,0,0,40,38,0
5521,44,3,10,2,13,0,0,72,38,1
5522,27,3,12,4,2,0,0,40,38,0
5523,39,3,9,2,0,0,0,40,38,1
5524,69,3,6,4,2,0,0,40,38,0
5525,34,3,13,4,3,0,0,40,29,0
5526,20,8,10,4,14,0,0,35,38,0
5527,37,3,3,5,7,0,0,40,38,0
5528,43,1,13,0,9,0,0,39,38,0
5529,62,8,9,2,14,0,0,48,38,0
5530,34,6,14,2,9,0,0,40,38,1
5531,31,5,10,2,6,0,0,48,38,0
5532,42,6,16,0,9,8614,0,60,38,1
5533,26,3,9,0,11,0,0,30,38,0
5534,39,3,10,5,7,0,0,75,38,0
5535,25,3,13,4,7,0,0,40,38,0
5536,54,1,10,2,13,0,0,30,38,0
5537,44,6,14,2,9,0,0,60,38,1
5538,34,6,14,2,9,7688,0,38,38,1
5539,21,4,10,4,3,0,0,40,38,0
5540,50,3,3,2,5,0,0,55,41,0
5541,33,3,9,4,6,0,0,40,38,0
5542,40,4,12,2,3,0,0,40,38,1
5543,44,3,14,2,3,0,0,40,38,1
5544,33,1,12,0,10,0,0,56,38,0
5545,21,1,10,4,0,0,0,40,38,0
5546,35,5,13,4,7,0,0,60,38,0
5547,43,3,10,2,11,7298,0,40,38,1
5548,57,8,6,5,14,0,0,30,38,0
5549,51,1,14,2,9,0,0,45,38,0
5550,29,3,9,2,2,0,0,40,38,0
5551,51,1,9,5,10,0,0,40,38,0
5552,35,3,9,2,11,0,0,40,38,0
5553,18,3,7,4,11,0,0,20,38,0
5554,58,3,6,2,2,0,0,50,38,0
5555,57,4,10,2,3,0,0,40,38,1
5556,19,3,9,4,11,0,0,20,38,0
5557,37,3,10,5,7,0,0,40,38,0
5558,38,3,9,2,11,0,0,44,38,0
5559,45,3,10,3,0,0,0,40,38,0
5560,27,3,10,2,9,0,0,40,0,1
5561,64,8,4,6,14,0,0,40,38,0
5562,38,1,10,2,10,0,0,72,38,0
5563,30,3,9,0,2,0,0,30,38,0
5564,46,3,13,2,12,0,0,40,38,0
5565,18,8,6,4,14,0,0,30,38,0
5566,60,3,9,2,11,0,0,40,38,1
5567,30,3,9,5,13,0,0,44,38,0
5568,47,3,10,2,2,7688,0,40,38,1
5569,39,3,13,4,3,0,0,40,38,0
5570,42,3,10,2,2,7298,0,45,38,1
5571,27,3,10,0,0,0,0,40,38,0
5572,44,3,10,0,11,0,0,40,38,0
5573,33,3,13,2,13,0,0,40,38,0
5574,54,3,13,4,3,0,0,50,38,1
5575,58,5,10,2,4,0,0,35,38,0
5576,45,3,13,4,13,0,0,30,38,0
5577,59,3,10,2,6,0,0,50,38,0
5578,29,3,12,4,8,0,0,50,38,0
5579,27,3,9,4,6,0,0,40,38,0
5580,44,3,14,2,12,0,0,20,38,1
5581,44,3,9,2,2,0,0,40,38,1
5582,33,3,10,2,3,0,0,70,38,1
5583,27,3,9,4,2,0,0,40,38,0
5584,33,3,13,2,3,0,0,55,38,1
5585,55,3,11,0,0,0,0,40,38,0
5586,32,5,11,2,9,0,0,60,38,0
5587,31,3,11,2,5,0,0,45,38,0
5588,57,4,15,2,9,99999,0,60,38,1
5589,30,3,13,2,3,0,0,45,38,1
5590,78,8,9,6,14,0,0,1,38,0
5591,28,3,13,4,11,0,0,48,38,0
5592,30,5,10,4,11,0,2258,40,34,0
5593,29,3,14,2,9,0,0,40,38,1
5594,66,3,9,4,7,0,0,3,38,0
5595,60,3,9,2,2,0,0,45,38,1
5596,31,3,13,2,9,0,0,40,38,0
5597,26,3,9,4,2,2597,0,40,38,0
5598,24,3,9,4,5,0,0,45,38,0
5599,29,3,13,4,11,0,0,50,38,1
5600,44,3,9,2,12,0,0,45,38,1
5601,34,1,13,2,3,0,0,55,38,1
5602,59,3,13,2,9,0,1902,43,38,1
5603,23,3,13,4,3,0,0,24,38,0
5604,23,3,7,4,7,0,0,40,29,0
5605,55,1,11,5,9,0,0,35,38,0
5606,39,4,9,2,3,0,0,40,38,1
5607,39,3,7,4,2,0,0,40,38,0
5608,57,3,4,0,13,0,0,75,38,0
5609,35,3,9,0,11,0,0,40,38,0
5610,39,1,11,2,10,0,0,48,38,1
5611,47,3,9,2,11,0,0,38,38,1
5612,53,6,16,2,0,0,0,50,38,1
5613,23,3,10,4,11,0,0,25,38,0
5614,35,3,14,4,2,0,0,50,38,1
5615,44,3,10,0,4,0,0,40,38,0
5616,28,3,9,4,7,0,0,25,38,0
5617,26,3,13,4,3,0,0,40,30,0
5618,23,3,9,4,3,0,0,45,38,0
5619,32,3,9,2,7,0,0,25,20,0
5620,49,4,10,2,13,0,0,50,38,1
5621,36,3,10,4,2,2174,0,60,38,0
5622,36,3,9,0,7,0,0,36,38,0
5623,41,8,3,2,14,0,0,40,38,0
5624,21,3,12,2,0,0,0,46,38,1
5625,54,5,13,2,3,0,0,40,38,1
5626,43,3,10,3,7,0,0,40,38,0
5627,35,1,10,0,0,0,0,40,38,0
5628,31,3,10,2,4,0,0,50,38,1
5629,46,3,10,2,2,0,0,40,18,0
5630,46,3,9,5,11,0,0,40,38,0
5631,56,3,9,2,7,0,0,40,38,0
5632,45,8,14,2,14,0,0,1,38,0
5633,21,3,9,4,0,0,0,40,38,0
5634,51,3,14,2,3,0,0,50,38,1
5635,47,6,10,0,9,0,0,20,38,0
5636,42,3,3,3,2,0,0,40,32,0
5637,19,3,10,4,11,0,0,30,38,0
5638,25,3,13,4,2,0,0,40,38,0
5639,37,3,14,2,12,0,0,60,38,1
5640,35,3,8,2,7,0,0,40,38,0
5641,40,3,9,2,13,0,0,30,38,0
5642,57,5,7,2,11,0,0,15,38,0
5643,38,3,9,2,12,0,0,50,38,1
5644,48,3,6,0,11,0,0,38,38,0
5645,34,3,10,0,7,0,0,34,38,0
5646,46,0,10,0,13,0,0,40,38,0
5647,30,3,9,4,0,0,0,38,41,0
5648,45,6,14,0,10,0,0,50,38,0
5649,32,5,13,2,9,0,0,50,38,1
5650,35,3,9,4,6,0,0,48,38,0
5651,62,3,10,4,2,8614,0,39,38,1
5652,56,8,9,2,14,0,0,40,38,0
5653,50,3,11,2,7,0,0,40,38,0
5654,25,3,13,4,12,0,0,40,38,0
5655,41,3,10,4,11,0,0,33,38,0
5656,35,3,9,4,7,0,0,27,38,0
5657,33,3,10,2,2,0,0,41,38,1
5658,38,3,12,2,3,0,1902,40,38,1
5659,37,6,13,4,9,0,0,40,38,0
5660,56,3,9,2,6,0,0,40,38,1
5661,19,3,4,4,2,0,1602,32,38,0
5662,31,3,5,2,3,0,0,40,38,0
5663,53,1,9,0,2,0,0,40,41,1
5664,33,3,9,5,5,0,0,35,32,0
5665,72,3,2,0,7,0,0,40,38,0
5666,54,3,9,2,13,0,0,50,38,1
5667,30,3,13,4,6,0,0,40,38,0
5668,51,3,16,4,9,0,0,40,38,1
5669,30,3,9,2,2,0,1848,50,38,1
5670,30,3,13,4,9,0,0,50,38,0
5671,32,3,10,2,10,0,0,16,38,0
5672,30,3,10,4,11,0,0,50,38,1
5673,35,3,14,2,0,0,0,40,38,0
5674,40,3,10,0,0,0,0,44,38,1
5675,38,6,13,0,9,0,0,40,38,0
5676,19,3,6,4,7,0,0,30,38,0
5677,32,3,10,4,9,0,0,44,38,0
5678,49,3,14,3,0,0,0,40,38,0
5679,76,8,13,2,14,0,0,10,38,0
5680,60,3,13,2,9,0,0,35,38,0
5681,60,3,5,2,11,0,0,40,38,0
5682,55,3,16,2,3,0,0,80,38,1
5683,41,3,13,0,12,0,0,30,41,0
5684,24,3,9,4,2,0,0,40,38,0
5685,53,3,14,2,11,7298,0,60,38,1
5686,69,6,10,6,0,0,810,38,38,0
5687,71,8,10,2,14,3432,0,30,38,0
5688,41,3,9,2,0,0,0,40,38,1
5689,32,3,9,4,7,0,0,40,38,0
5690,45,3,7,2,2,0,0,40,38,0
5691,59,3,13,0,3,0,0,40,38,0
5692,31,3,9,4,7,0,0,35,38,0
5693,40,3,9,5,0,0,0,37,38,0
5694,44,3,11,2,12,0,0,40,38,1
5695,63,3,10,0,11,0,0,60,38,0
5696,31,1,10,2,10,15024,0,56,38,1
5697,51,3,13,4,0,0,0,20,38,0
5698,51,3,7,2,6,0,0,40,29,0
5699,23,3,9,4,11,0,0,40,38,0
5700,49,3,4,2,6,0,0,48,38,0
5701,56,3,9,2,2,2885,0,45,38,0
5702,39,3,9,2,2,0,0,40,38,1
5703,39,5,15,2,9,15024,0,50,38,1
5704,30,5,9,0,7,0,0,40,38,0
5705,43,5,13,2,3,0,0,50,10,0
5706,31,3,10,4,2,0,0,50,38,0
5707,44,1,14,2,9,0,0,35,38,0
5708,43,5,15,2,9,0,0,30,38,1
5709,37,0,16,2,9,0,0,72,41,1
5710,41,3,10,2,0,0,0,46,38,1
5711,43,3,9,2,0,0,0,40,38,1
5712,47,6,10,2,2,0,0,40,38,1
5713,38,5,15,4,9,0,2824,45,38,1
5714,46,3,11,2,6,0,0,40,38,0
5715,19,6,10,4,7,0,0,40,38,0
5716,19,3,3,4,7,0,0,50,12,0
5717,24,3,13,2,11,0,0,45,38,1
5718,39,4,10,2,4,0,0,65,38,0
5719,37,3,11,0,6,0,0,30,38,0
5720,28,8,13,4,14,0,0,40,10,0
5721,40,3,9,0,2,0,0,40,38,0
5722,27,3,12,4,11,0,0,40,38,0
5723,22,3,9,4,0,0,0,40,38,0
5724,21,3,10,4,5,0,0,12,38,0
5725,32,3,9,2,3,0,0,40,38,0
5726,20,3,9,5,6,0,0,40,38,0
5727,45,3,14,0,13,14344,0,48,38,1
5728,46,1,15,2,10,0,0,40,38,1
5729,46,3,11,0,3,0,0,45,38,0
5730,26,3,10,4,10,0,0,44,38,0
5731,47,5,13,2,3,0,0,60,38,0
5732,22,3,10,4,9,0,0,10,38,0
5733,34,5,9,2,3,0,0,60,38,0
5734,49,3,2,2,2,0,0,40,31,0
5735,20,3,10,4,5,0,0,25,38,0
5736,28,3,9,2,6,0,0,45,38,0
5737,30,3,7,2,6,0,0,40,38,0
5738,23,3,9,2,2,0,0,40,38,0
5739,20,3,5,4,8,0,0,40,25,0
5740,31,3,10,2,7,0,0,55,25,0
5741,46,3,2,4,6,0,0,40,32,0
5742,42,3,9,5,0,0,0,40,38,0
5743,60,5,4,2,2,0,0,40,38,0
5744,30,3,13,4,9,0,0,50,38,0
5745,27,3,10,2,13,0,0,48,38,0
5746,20,3,5,4,11,0,0,32,38,0
5747,56,5,13,2,9,7688,0,40,38,1
5748,41,3,10,2,3,0,0,60,38,1
5749,61,3,9,2,6,0,0,40,38,0
5750,47,3,9,0,3,0,0,40,38,1
5751,60,3,5,2,6,2228,0,37,38,0
5752,33,3,5,2,6,0,0,50,38,0
5753,40,8,10,2,14,0,0,25,38,0
5754,48,3,13,2,9,0,0,45,1,1
5755,56,3,9,2,5,0,0,40,38,1
5756,50,3,11,2,13,3103,0,55,38,1
5757,57,5,14,2,9,0,0,40,38,1
5758,20,3,10,4,0,0,0,40,38,0
5759,46,3,11,0,12,0,0,36,38,0
5760,21,3,10,4,9,0,0,40,38,0
5761,37,3,9,2,3,0,0,40,38,0
5762,42,3,10,2,12,0,0,40,38,0
5763,20,3,9,4,7,0,0,30,38,0
5764,54,3,16,2,9,0,1977,50,38,1
5765,32,1,9,2,13,4064,0,22,38,0
5766,62,8,10,2,14,0,0,1,38,0
5767,50,3,10,2,2,0,0,40,38,1
5768,49,0,10,4,0,0,0,40,38,0
5769,48,3,12,2,13,0,0,50,38,0
5770,24,3,10,4,11,0,0,40,38,0
5771,46,3,14,2,12,0,0,40,29,1
5772,42,3,9,0,7,0,0,40,38,0
5773,52,4,10,2,2,0,0,40,38,0
5774,58,1,12,6,0,0,0,40,38,0
5775,37,3,10,0,12,0,0,40,38,0
5776,34,3,9,2,2,0,0,40,38,0
5777,26,3,10,2,0,0,2051,40,38,0
5778,18,3,10,4,0,0,0,20,38,0
5779,33,3,10,4,9,0,0,40,38,0
5780,41,3,10,0,11,0,0,15,38,0
5781,21,3,12,4,0,0,0,20,38,0
5782,23,3,11,4,12,0,0,40,38,0
5783,26,0,10,4,12,0,0,40,38,0
5784,33,3,13,2,7,0,0,40,38,0
5785,24,3,10,4,3,0,0,45,38,0
5786,43,3,6,2,2,0,0,42,2,0
5787,52,6,9,0,0,0,0,40,8,0
5788,27,8,10,0,14,0,0,40,38,0
5789,61,3,4,0,7,0,0,40,38,0
5790,35,3,9,2,6,0,0,40,38,0
5791,35,3,9,2,2,0,0,40,38,1
5792,45,4,9,2,3,15024,0,55,38,1
5793,43,1,9,2,3,0,0,40,38,1
5794,51,3,9,2,10,0,0,40,38,1
5795,35,3,13,2,13,0,0,40,38,0
5796,47,0,13,2,0,0,0,45,10,1
5797,22,3,10,4,0,0,0,40,38,0
5798,49,4,11,2,3,0,0,60,38,1
5799,20,3,9,4,2,0,0,20,38,0
5800,19,3,6,0,7,0,0,40,38,0
5801,27,3,9,4,2,0,0,40,38,0
5802,42,3,12,0,9,0,0,45,38,0
5803,27,8,10,0,14,0,0,40,38,0
5804,23,5,10,4,4,0,0,35,38,0
5805,20,3,10,4,12,0,0,10,38,0
5806,47,3,9,2,13,0,0,50,38,0
5807,17,3,8,4,7,0,0,18,38,0
5808,76,8,6,2,14,0,0,1,38,0
5809,39,3,10,0,11,0,0,40,38,0
5810,25,3,5,2,6,0,0,40,25,0
5811,31,3,11,2,3,0,0,43,38,0
5812,44,3,9,0,13,0,0,20,13,0
5813,53,3,11,2,3,0,0,40,38,1
5814,34,3,10,5,2,0,0,45,38,0
5815,45,5,10,2,3,0,0,60,38,0
5816,34,3,9,2,11,0,0,45,38,0
5817,35,3,14,2,11,0,0,40,38,1
5818,36,3,10,4,7,0,0,48,38,0
5819,45,3,10,6,7,0,0,45,38,0
5820,37,5,10,2,3,0,0,60,38,0
5821,53,3,12,2,6,0,0,40,38,1
5822,35,3,14,2,9,15024,0,50,38,1
5823,38,5,9,2,6,0,0,70,41,0
5824,65,4,10,2,11,0,0,40,38,0
5825,49,5,6,0,4,0,0,70,38,0
5826,24,3,9,4,5,0,0,40,38,0
5827,54,3,10,2,2,0,0,40,38,0
5828,17,3,6,4,11,0,0,12,38,0
5829,19,3,8,4,7,0,0,16,38,0
5830,60,3,9,6,6,0,0,40,38,0
5831,46,3,13,2,3,0,0,35,38,1
5832,78,8,14,6,14,0,0,15,38,0
5833,26,3,10,4,3,0,0,40,38,0
5834,58,3,2,2,7,0,0,38,4,0
5835,37,5,9,0,3,0,0,55,38,0
5836,41,3,14,2,9,0,0,38,38,1
5837,30,3,13,0,3,0,0,40,38,0
5838,19,3,10,4,0,0,0,30,38,0
5839,48,3,13,2,3,0,0,60,11,1
5840,22,3,10,4,13,0,0,24,38,0
5841,50,3,14,3,9,0,0,60,41,0
5842,25,3,2,4,8,0,0,40,12,0
5843,18,3,6,4,7,0,0,6,38,0
5844,21,3,9,4,5,0,0,40,38,0
5845,47,3,10,2,13,0,0,50,38,0
5846,33,3,9,4,7,0,0,36,38,0
5847,39,3,9,0,2,2174,0,40,38,0
5848,67,5,13,2,3,0,0,8,38,1
5849,19,3,10,4,7,0,1602,24,38,0
5850,18,3,6,4,7,0,0,11,38,0
5851,36,3,9,4,0,0,0,40,38,0
5852,23,3,10,4,6,0,0,25,38,0
5853,25,8,10,5,14,0,0,20,38,0
5854,40,3,10,2,2,0,0,40,41,0
5855,73,5,9,2,4,0,0,40,38,0
5856,35,3,10,2,2,5013,0,40,38,0
5857,31,3,12,2,2,0,0,40,38,1
5858,20,3,6,4,6,0,0,40,38,0
5859,20,3,9,4,0,0,0,40,38,0
5860,27,3,9,2,5,0,0,40,25,0
5861,66,4,6,2,11,0,0,30,38,0
5862,66,3,14,2,11,0,0,50,38,0
5863,64,3,14,4,9,0,0,35,38,0
5864,48,3,10,0,13,3325,0,53,38,0
5865,24,3,13,4,9,0,0,40,38,0
5866,51,5,9,2,4,0,0,60,38,0
5867,25,3,13,2,2,0,0,60,38,1
5868,33,3,7,5,11,0,0,20,38,0
5869,50,3,9,2,6,0,0,50,38,0
5870,51,3,4,3,2,0,0,50,5,0
5871,34,6,13,2,9,0,0,38,38,1
5872,41,1,4,4,7,0,0,40,38,0
5873,30,5,10,2,6,0,0,40,38,0
5874,59,3,10,0,2,2907,0,40,38,0
5875,41,5,10,2,6,3103,0,40,38,1
5876,36,5,14,4,11,10520,0,45,38,1
5877,37,3,2,2,4,0,0,85,25,0
5878,28,3,9,4,7,0,0,30,38,0
5879,19,3,9,4,2,0,0,40,38,0
5880,28,3,10,2,13,0,0,45,38,0
5881,62,3,6,2,6,0,0,40,38,0
5882,36,3,14,2,11,15024,0,45,38,1
5883,58,5,6,4,2,0,0,40,11,0
5884,42,4,9,0,11,1151,0,50,38,0
5885,43,4,9,2,2,0,0,40,38,0
5886,29,3,9,2,2,0,0,40,38,0
5887,32,6,9,4,3,0,0,50,38,0
5888,64,1,5,4,0,0,0,40,38,0
5889,39,3,13,2,9,0,0,20,38,1
5890,26,3,13,4,11,0,0,20,38,0
5891,19,3,9,4,7,0,0,30,38,0
5892,21,3,9,4,0,0,0,45,38,0
5893,32,3,10,4,0,0,0,40,38,0
5894,30,1,12,2,10,5013,0,45,38,0
5895,26,3,13,4,0,0,0,50,38,0
5896,20,3,10,4,0,0,0,15,38,0
5897,19,3,10,4,13,0,0,30,38,0
5898,33,0,13,2,0,0,0,42,38,1
5899,23,3,10,2,2,0,0,40,7,0
5900,29,3,9,2,2,0,0,45,38,0
5901,42,3,9,2,3,0,0,40,38,0
5902,30,5,9,2,11,0,0,50,38,0
5903,63,3,9,2,13,0,0,20,38,0
5904,34,3,9,2,5,0,0,40,38,0
5905,60,5,10,2,2,0,0,24,38,0
5906,48,3,9,2,7,0,0,50,38,0
5907,25,3,13,4,3,0,0,50,38,0
5908,27,3,11,2,0,0,0,40,38,0
5909,55,5,9,0,2,27828,0,55,38,1
5910,32,3,10,4,6,0,0,40,38,0
5911,22,3,10,4,0,0,0,25,11,0
5912,25,3,9,4,3,0,0,50,38,0
5913,18,3,7,4,7,0,0,16,38,0
5914,24,1,10,2,0,0,0,44,38,0
5915,29,3,13,4,3,0,0,40,38,0
5916,73,8,7,2,14,0,0,3,38,0
5917,39,3,9,2,2,0,0,40,38,1
5918,33,4,14,2,2,0,0,40,38,0
5919,57,3,9,0,6,0,0,40,38,1
5920,22,3,6,5,7,0,0,40,38,0
5921,33,8,9,5,14,0,0,20,38,0
5922,33,3,9,2,13,0,0,60,38,0
5923,42,3,9,2,2,0,0,40,38,0
5924,43,3,13,5,9,0,0,45,38,0
5925,57,5,10,2,12,0,0,38,38,1
5926,42,3,14,0,9,4650,0,40,38,0
5927,22,3,10,4,13,0,1719,30,38,0
5928,21,8,10,4,14,0,0,35,38,0
5929,42,5,13,2,11,0,0,50,38,1
5930,39,3,10,2,11,0,0,55,38,0
5931,41,3,10,2,9,0,0,32,38,1
5932,20,1,9,4,5,0,0,40,38,0
5933,47,3,10,2,2,0,0,40,38,0
5934,44,3,10,0,0,0,0,40,38,0
5935,29,3,13,4,0,0,0,40,38,0
5936,52,3,10,3,0,14084,0,16,38,1
5937,71,3,10,6,11,0,0,35,38,1
5938,52,3,9,4,2,0,0,55,38,0
5939,36,3,9,2,11,0,0,40,38,0
5940,53,3,10,0,2,0,0,48,38,1
5941,37,3,9,2,7,0,0,30,38,1
5942,26,3,6,4,5,0,0,40,38,0
5943,34,3,13,2,9,0,0,55,38,1
5944,35,3,13,4,9,0,0,50,38,1
5945,20,3,5,4,11,0,0,40,38,0
5946,34,1,10,2,2,0,1740,40,38,0
5947,56,5,13,2,3,0,0,60,38,0
5948,39,3,13,2,9,0,0,36,38,1
